dataset;pretty_name;preprocessA;normalise_by_num_nodes;batch_size;mean_acc;acc_std;mean_train_time(s);time_std;all_accs;all_times
PTC_MR;PTC-MR;['add_self_loops'];False;50;0.5228758186101914;0.06889536624125002;76.2058937549591;1.1728061051201573;[0.5833333134651184, 0.5277777910232544, 0.47058823704719543, 0.6176470518112183, 0.44117647409439087, 0.47058823704719543, 0.6176470518112183, 0.47058823704719543, 0.44117647409439087, 0.5882353186607361];[74.5917751789093, 74.22059798240662, 75.36942601203918, 76.55122661590576, 76.01151251792908, 76.31940460205078, 76.2802186012268, 78.00477766990662, 76.87752270698547, 77.83247566223145]
PTC_FR;PTC-FR;['add_self_loops'];False;50;0.6525396972894668;0.06900820380849314;80.36022028923034;1.3968092622352082;[0.6111111044883728, 0.6571428775787354, 0.6285714507102966, 0.6857143044471741, 0.7142857313156128, 0.7428571581840515, 0.7142857313156128, 0.48571428656578064, 0.6285714507102966, 0.6571428775787354];[77.73763179779053, 79.10458254814148, 79.71898698806763, 79.1346218585968, 80.26864838600159, 81.02310490608215, 80.68884634971619, 82.10131359100342, 81.30469632148743, 82.51977014541626]
ENZYMES;ENZYMES;['laplacian'];True;50;0.20899999812245368;0.043231931309903715;98.78873772621155;2.5810332719151305;[0.22999999672174454, 0.27000000327825546, 0.2499999925494194, 0.2499999925494194, 0.17000000178813934, 0.14000000059604645, 0.22999999672174454, 0.14999999850988388, 0.2199999988079071, 0.17999999970197678];[97.6360068321228, 97.36080646514893, 97.45926260948181, 98.51934313774109, 97.92873477935791, 97.32792806625366, 97.50311851501465, 99.58324265480042, 98.29625940322876, 106.27267479896545]
MUTAG;MUTAG;['laplacian'];True;50;0.8350877225399017;0.05084137453144895;79.41420130729675;1.457406394086359;[0.8500000238418579, 0.8500000238418579, 0.800000011920929, 0.7894737124443054, 0.8947368264198303, 0.9444444179534912, 0.8333333134651184, 0.7777777910232544, 0.7777777910232544, 0.8333333134651184];[78.52686905860901, 78.17396450042725, 77.23339295387268, 78.11340093612671, 79.14453387260437, 79.78833246231079, 79.85851550102234, 79.70267009735107, 81.25804400444031, 82.342289686203]
NCI1;NCI-1;['laplacian'];True;50;0.6955555584695604;0.03269008840162072;252.00761799812318;74.02501542664366;[0.6488888992203606, 0.6888888875643412, 0.7155555552906461, 0.7422222163942125, 0.6311111119058397, 0.7200000021192763, 0.7088889016045464, 0.6888889008098178, 0.6866666608386569, 0.7244444489479065];[180.55565333366394, 182.75684356689453, 182.42619347572327, 183.635249376297, 185.08920001983643, 252.91827511787415, 341.71013164520264, 364.34407019615173, 328.96409463882446, 317.67646861076355]
NCI109;NCI-109;['laplacian'];True;50;0.6933333383666145;0.04091544862666372;344.66779494285583;21.675435401335687;[0.662222233083513, 0.7222222288449606, 0.7533333235316806, 0.7155555619133843, 0.5977777772479587, 0.7066666682561239, 0.7044444481531779, 0.6600000129805671, 0.7044444547759162, 0.7066666748788621];[368.84277415275574, 322.99636721611023, 321.92458963394165, 368.43561697006226, 364.47793889045715, 312.0566577911377, 364.11659598350525, 362.5868196487427, 328.1644916534424, 333.0760974884033]
PTC_MM;PTC-MM;['laplacian'];True;50;0.6699086487293243;0.04975232303630153;99.27058532238007;10.517464064560482;[0.7058823704719543, 0.6176470518112183, 0.6470588445663452, 0.7058823704719543, 0.5588235259056091, 0.7352941036224365, 0.6470588445663452, 0.6969696879386902, 0.6969696879386902, 0.6875];[120.54603290557861, 93.36904382705688, 119.8968813419342, 93.3566460609436, 93.578364610672, 94.27604389190674, 92.44069051742554, 95.89530444145203, 95.23211121559143, 94.11473441123962]
PTC_FM;PTC-FM;['laplacian'];True;50;0.6101494073867798;0.0647857005991468;97.68737199306489;1.3115027161564095;[0.6388888955116272, 0.6111111044883728, 0.6388888955116272, 0.5714285969734192, 0.5714285969734192, 0.6285714507102966, 0.529411792755127, 0.7058823704719543, 0.7058823704719543, 0.5];[97.00008702278137, 95.26075005531311, 96.4443302154541, 97.54128193855286, 96.98661279678345, 97.30334568023682, 98.76094055175781, 99.02974224090576, 98.70341634750366, 99.84321308135986]
PTC_MR;PTC-MR;['laplacian'];True;50;0.5813725590705872;0.0505258662522514;101.04352822303773;1.454055826859974;[0.5833333134651184, 0.5833333134651184, 0.529411792755127, 0.5882353186607361, 0.6764705777168274, 0.529411792755127, 0.529411792755127, 0.6176470518112183, 0.529411792755127, 0.6470588445663452];[99.14657998085022, 99.64605212211609, 100.5188536643982, 99.49054646492004, 101.91193675994873, 100.87172937393188, 101.04485082626343, 100.82714748382568, 103.72888398170471, 103.24870157241821]
PTC_FR;PTC-FR;['laplacian'];True;50;0.6553174793720246;0.013901582434286967;104.74640316963196;0.7497886417598484;[0.6388888955116272, 0.6571428775787354, 0.6857143044471741, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6285714507102966];[103.82556772232056, 104.41443085670471, 105.53333926200867, 103.87081909179688, 105.86914801597595, 104.11569476127625, 104.70911359786987, 104.25461912155151, 105.89720034599304, 104.97409892082214]
ENZYMES;ENZYMES;['laplacian'];False;50;0.26599999964237214;0.061514226681002745;128.67147834300994;3.6844505850554707;[0.1900000050663948, 0.14999999850988388, 0.3100000023841858, 0.3100000023841858, 0.2499999925494194, 0.3400000035762787, 0.25999999046325684, 0.3200000077486038, 0.21000000089406967, 0.3199999928474426];[125.1199460029602, 126.1403968334198, 126.53772640228271, 126.84437489509583, 128.20756721496582, 126.58896350860596, 129.0893006324768, 129.13868498802185, 130.3171362876892, 138.7306866645813]
MUTAG;MUTAG;['laplacian'];False;50;0.6954385995864868;0.07341571501849412;107.32257075309754;1.93930629475722;[0.75, 0.699999988079071, 0.75, 0.6315789222717285, 0.7894737124443054, 0.6111111044883728, 0.7777777910232544, 0.6666666865348816, 0.7222222089767456, 0.5555555820465088];[106.55020570755005, 105.33947348594666, 104.063312292099, 107.27933979034424, 106.43021154403687, 107.41863656044006, 109.53235626220703, 106.80235743522644, 108.64812541007996, 111.16168904304504]
NCI1;NCI-1;['laplacian'];False;50;0.7306666711966197;0.024237505497940456;218.8361383676529;2.432658919520302;[0.7377777761883206, 0.7577777836057875, 0.7488888965712653, 0.7444444431198968, 0.7333333359824287, 0.7333333359824287, 0.7022222214274936, 0.7511111232969496, 0.7244444423251681, 0.6733333534664578];[215.55808019638062, 216.85121703147888, 217.3971483707428, 217.46713137626648, 216.79704880714417, 217.44879412651062, 220.78936791419983, 221.61481428146362, 222.36562204360962, 222.0721595287323]
NCI109;NCI-109;['laplacian'];False;50;0.7142222245534262;0.02818282070240626;333.41903975009916;52.55241784495408;[0.7222222222222222, 0.7044444547759162, 0.6911111142900255, 0.7288888891537985, 0.7422222296396891, 0.6888888941870795, 0.768888877497779, 0.6866666807068719, 0.6755555537011888, 0.7333333293596903];[223.94262218475342, 301.0430431365967, 295.9100501537323, 292.3931014537811, 383.43694949150085, 358.2069320678711, 366.3609206676483, 394.2882809638977, 325.7805845737457, 392.8279128074646]
PTC_MM;PTC-MM;['laplacian'];False;50;0.6689895331859589;0.05399559927096962;126.47244384288788;3.067842961157631;[0.7352941036224365, 0.6470588445663452, 0.6470588445663452, 0.6764705777168274, 0.7058823704719543, 0.7058823704719543, 0.6470588445663452, 0.6969696879386902, 0.6969696879386902, 0.53125];[122.77796649932861, 134.638685464859, 123.07504487037659, 126.29405426979065, 126.31813669204712, 126.33903074264526, 125.71599793434143, 126.68483138084412, 125.56148028373718, 127.31921029090881]
PTC_FM;PTC-FM;['laplacian'];False;50;0.5543604224920273;0.07232093270142655;130.0528238773346;1.5092946719138383;[0.5555555820465088, 0.4444444477558136, 0.4444444477558136, 0.5428571701049805, 0.48571428656578064, 0.6000000238418579, 0.6176470518112183, 0.5588235259056091, 0.6470588445663452, 0.6470588445663452];[127.76096367835999, 129.00415754318237, 128.37363243103027, 130.3204836845398, 129.64643788337708, 129.15921020507812, 131.46879291534424, 131.5211157798767, 130.33402490615845, 132.93941974639893]
PTC_MR;PTC-MR;['laplacian'];False;50;0.6017973959445954;0.0631321865850382;134.03059177398683;1.537404210271411;[0.6388888955116272, 0.5555555820465088, 0.7058823704719543, 0.6470588445663452, 0.5, 0.5882353186607361, 0.529411792755127, 0.5588235259056091, 0.6764705777168274, 0.6176470518112183];[132.960200548172, 131.34776163101196, 133.61095476150513, 131.81692004203796, 134.6490068435669, 133.81556487083435, 134.89985251426697, 135.33251309394836, 135.7474181652069, 136.12572526931763]
PTC_FR;PTC-FR;['laplacian'];False;50;0.6411904931068421;0.057538807845920095;139.11458570957183;1.5087750179081176;[0.5833333134651184, 0.6571428775787354, 0.7142857313156128, 0.6571428775787354, 0.6285714507102966, 0.6285714507102966, 0.6857143044471741, 0.7142857313156128, 0.5142857432365417, 0.6285714507102966];[137.82511067390442, 136.64479780197144, 138.39432501792908, 137.1345658302307, 138.9182367324829, 139.51452612876892, 140.4562497138977, 141.02464509010315, 140.16804718971252, 141.06535291671753]
ENZYMES;ENZYMES;['add_self_loops', 'sym_normalise_A'];True;50;0.1779999990016222;0.03994996806037219;24.466214203834532;0.15283203607842583;[0.1600000038743019, 0.17000000178813934, 0.12999999895691872, 0.23999999463558197, 0.25999999791383743, 0.14999999850988388, 0.14999999850988388, 0.1599999964237213, 0.1599999964237213, 0.20000000298023224];[24.3232901096344, 24.193855047225952, 24.418909549713135, 24.314892768859863, 24.38699698448181, 24.631285905838013, 24.551331758499146, 24.676124334335327, 24.55230188369751, 24.61315369606018]
MUTAG;MUTAG;['add_self_loops', 'sym_normalise_A'];True;50;0.6879532158374786;0.059190378673959675;5.777276229858399;0.28874716482780294;[0.6499999761581421, 0.6499999761581421, 0.6000000238418579, 0.6842105388641357, 0.6842105388641357, 0.7222222089767456, 0.8333333134651184, 0.6666666865348816, 0.6666666865348816, 0.7222222089767456];[5.324261665344238, 5.616049528121948, 5.468796491622925, 5.557845830917358, 5.628932237625122, 6.081365585327148, 5.83308744430542, 5.933111190795898, 6.07186222076416, 6.257450103759766]
NCI1;NCI-1;['add_self_loops', 'sym_normalise_A'];True;50;0.6051111148463354;0.054133352910009626;95.05592494010925;0.6590029498110237;[0.6488888925976224, 0.5644444459014468, 0.5822222265932295, 0.6644444598091973, 0.47777777910232544, 0.5777777830759684, 0.6133333378367953, 0.6644444465637207, 0.6311111052831014, 0.6266666716999478];[94.83662509918213, 94.56818056106567, 94.1573646068573, 93.94904613494873, 95.01935243606567, 95.0642557144165, 95.63807463645935, 95.52902889251709, 95.75771570205688, 96.0396056175232]
NCI109;NCI-109;['add_self_loops', 'sym_normalise_A'];True;50;0.5697777777910232;0.054940599490101924;97.52696478366852;0.7902632721394173;[0.5888888802793291, 0.4911111096541087, 0.5799999998675452, 0.5755555563502841, 0.4888888829284244, 0.5933333370420668, 0.49333332975705463, 0.6244444515970018, 0.6266666716999478, 0.6355555587344699];[96.60210418701172, 96.63569760322571, 96.85871911048889, 96.69056177139282, 97.71758008003235, 97.41521120071411, 97.77155137062073, 98.13231444358826, 98.48479509353638, 98.96111297607422]
PTC_MM;PTC-MM;['add_self_loops', 'sym_normalise_A'];True;50;0.6132130146026611;0.01439484115733333;13.9993465423584;0.7211887758039204;[0.6176470518112183, 0.6176470518112183, 0.6176470518112183, 0.5882353186607361, 0.5882353186607361, 0.6176470518112183, 0.6176470518112183, 0.6060606241226196, 0.6363636255264282, 0.625];[12.968427658081055, 13.123966455459595, 13.358917236328125, 13.388865947723389, 13.971126317977905, 14.134828090667725, 14.413431644439697, 14.654942274093628, 15.052963018417358, 14.925996780395508]
PTC_FM;PTC-FM;['add_self_loops', 'sym_normalise_A'];True;50;0.5988748908042908;0.019419633795178814;16.289733409881592;0.8099130866227923;[0.5833333134651184, 0.5833333134651184, 0.6388888955116272, 0.6000000238418579, 0.5714285969734192, 0.6000000238418579, 0.5882353186607361, 0.6176470518112183, 0.6176470518112183, 0.5882353186607361];[15.20168685913086, 15.302868127822876, 15.391872882843018, 15.632275104522705, 16.135536909103394, 17.01251196861267, 16.666882276535034, 16.971380949020386, 17.24288821220398, 17.339430809020996]
PTC_MR;PTC-MR;['add_self_loops', 'sym_normalise_A'];True;50;0.5555555582046509;0.020564882886025815;18.71979911327362;0.7526407535625366;[0.5555555820465088, 0.5, 0.5588235259056091, 0.5882353186607361, 0.5588235259056091, 0.5588235259056091, 0.5588235259056091, 0.5588235259056091, 0.5588235259056091, 0.5588235259056091];[17.63092541694641, 17.983168840408325, 17.797894716262817, 18.175732612609863, 18.691179752349854, 19.055765390396118, 19.053591012954712, 19.416343688964844, 19.403812170028687, 19.989577531814575]
