dataset;pretty_name;preprocessA;normalise_by_num_nodes;batch_size;mean_acc;acc_std;mean_train_time(s);time_std;all_accs;all_times
PTC_FR;PTC-FR;['add_self_loops', 'sym_normalise_A'];True;50;0.6553174793720246;0.0054761946201324465;21.182805824279786;0.5201793489228737;[0.6388888955116272, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354];[20.96448826789856, 20.334026098251343, 20.77979564666748, 20.699164628982544, 21.03702664375305, 21.18774676322937, 21.25909399986267, 21.53830313682556, 22.066749334335327, 21.961663722991943]
ENZYMES;ENZYMES;['add_self_loops', 'sym_normalise_A'];False;50;0.25800000205636026;0.05306599961547306;40.643592500686644;0.8797794399144685;[0.3500000089406967, 0.2900000065565109, 0.20000000298023224, 0.30000001192092896, 0.1899999976158142, 0.2199999988079071, 0.22999999672174454, 0.25, 0.32999999821186066, 0.2199999988079071];[39.40352916717529, 39.53746032714844, 39.81324291229248, 40.382476568222046, 40.31452488899231, 40.909229040145874, 40.86664867401123, 41.29928946495056, 41.70546340942383, 42.204060554504395]
MUTAG;MUTAG;['add_self_loops', 'sym_normalise_A'];False;50;0.8459064304828644;0.06919811177324338;22.76126446723938;0.6449273324480412;[0.75, 0.8999999761581421, 0.8500000238418579, 0.8421052694320679, 0.8947368264198303, 0.7222222089767456, 0.8888888955116272, 0.9444444179534912, 0.8888888955116272, 0.7777777910232544];[21.663907766342163, 22.343353748321533, 22.16094732284546, 22.230344533920288, 22.547316074371338, 23.012566804885864, 22.999094009399414, 23.31817889213562, 23.577539443969727, 23.759396076202393]
NCI1;NCI-1;['add_self_loops', 'sym_normalise_A'];False;50;0.7126666711436378;0.03064814136388133;119.61890590190887;1.2994933430983893;[0.6800000071525574, 0.6822222338782417, 0.700000007947286, 0.7355555560853746, 0.7533333367771573, 0.7600000037087334, 0.6800000071525574, 0.6777777738041348, 0.7311111092567444, 0.7266666756735908];[117.55768537521362, 118.1758918762207, 118.73350191116333, 118.69421362876892, 119.261070728302, 119.84248375892639, 120.41199994087219, 120.699227809906, 120.88120198249817, 121.93178200721741]
NCI109;NCI-109;['add_self_loops', 'sym_normalise_A'];False;50;0.6935555590523614;0.027834605705449798;123.69786682128907;0.6623170574063381;[0.7133333285649618, 0.7066666748788621, 0.6911111142900255, 0.7288888891537985, 0.648888905843099, 0.7266666690508524, 0.6688888867696127, 0.7088888883590698, 0.6933333410157098, 0.6488888925976224];[122.32081460952759, 124.5582525730133, 123.15526080131531, 123.22783350944519, 123.3705427646637, 123.85025668144226, 123.80115580558777, 123.91657733917236, 124.1761622428894, 124.60181188583374]
PTC_MM;PTC-MM;['add_self_loops', 'sym_normalise_A'];False;50;0.6658812403678894;0.05267561595200498;34.238007521629335;0.925279586480827;[0.7058823704719543, 0.7058823704719543, 0.6764705777168274, 0.7352941036224365, 0.7352941036224365, 0.6764705777168274, 0.6176470518112183, 0.6060606241226196, 0.6060606241226196, 0.59375];[33.09329962730408, 33.35957932472229, 33.22193431854248, 33.55025053024292, 33.8010356426239, 34.24355173110962, 34.90908169746399, 35.06041669845581, 35.34082221984863, 35.800103425979614]
PTC_FM;PTC-FM;['add_self_loops', 'sym_normalise_A'];False;50;0.5816433370113373;0.05749588827489893;37.298901319503784;1.406813664497291;[0.5277777910232544, 0.6388888955116272, 0.6111111044883728, 0.5428571701049805, 0.6000000238418579, 0.5428571701049805, 0.5882353186607361, 0.7058823704719543, 0.5588235259056091, 0.5];[35.36331582069397, 36.149728775024414, 36.24541640281677, 36.90724301338196, 36.91409659385681, 37.27827787399292, 37.48574686050415, 37.93692708015442, 37.867101430892944, 40.84115934371948]
PTC_MR;PTC-MR;['add_self_loops', 'sym_normalise_A'];False;50;0.5643790900707245;0.04328183929197574;40.067236399650575;0.8460336189565582;[0.5, 0.5555555820465088, 0.6176470518112183, 0.5588235259056091, 0.6176470518112183, 0.5588235259056091, 0.6176470518112183, 0.5, 0.5882353186607361, 0.529411792755127];[38.634623289108276, 39.07492780685425, 39.31324553489685, 40.098756551742554, 39.790390491485596, 39.92924427986145, 40.58242583274841, 40.955491065979004, 40.958354234695435, 41.33490490913391]
PTC_FR;PTC-FR;['add_self_loops', 'sym_normalise_A'];False;50;0.6694444596767426;0.026879459802749583;43.78849244117737;1.0229385837026261;[0.6944444179534912, 0.6571428775787354, 0.7142857313156128, 0.6857143044471741, 0.6285714507102966, 0.6857143044471741, 0.6857143044471741, 0.6285714507102966, 0.6571428775787354, 0.6571428775787354];[42.447139739990234, 43.1447594165802, 45.128313302993774, 45.666136026382446, 43.64016652107239, 42.73891544342041, 42.792988300323486, 43.68492412567139, 43.97604560852051, 44.66553592681885]
ENZYMES;ENZYMES;['sym_normalise_A'];True;50;0.16400000043213367;0.025768198409920888;24.581426453590392;0.24968200897237416;[0.1900000050663948, 0.12000000104308128, 0.12999999895691872, 0.1900000050663948, 0.17000000178813934, 0.1899999976158142, 0.14999999850988388, 0.13999999687075615, 0.17000000178813934, 0.1899999976158142];[24.239042043685913, 24.251119375228882, 24.335806369781494, 24.498382568359375, 24.49081301689148, 24.604379415512085, 24.688169717788696, 24.881011724472046, 24.89871120452881, 24.92682909965515]
MUTAG;MUTAG;['sym_normalise_A'];True;50;0.8284210562705994;0.06663584544690682;6.143257403373719;0.33212942877051294;[0.8500000238418579, 0.8999999761581421, 0.8500000238418579, 0.8947368264198303, 0.7894737124443054, 0.7777777910232544, 0.6666666865348816, 0.8888888955116272, 0.8333333134651184, 0.8333333134651184];[5.615720987319946, 5.879784822463989, 5.740356206893921, 5.888204097747803, 6.029649019241333, 6.422810316085815, 6.348240852355957, 6.472960710525513, 6.46163010597229, 6.573216915130615]
NCI1;NCI-1;['sym_normalise_A'];True;50;0.6228888948758443;0.038541946662290875;96.38741457462311;0.9053636377464942;[0.6244444515970018, 0.6555555661519369, 0.5911111103163825, 0.6888888941870795, 0.6533333394262526, 0.6244444582197402, 0.5555555522441864, 0.5933333370420668, 0.6533333394262526, 0.588888900147544];[95.79740357398987, 95.47364449501038, 95.40253901481628, 95.58403325080872, 95.85909938812256, 98.38795375823975, 96.8119969367981, 96.4236695766449, 96.98919916152954, 97.144606590271]
NCI109;NCI-109;['sym_normalise_A'];True;50;0.6266666723622217;0.03707849460517694;98.68180677890777;0.8333547101604832;[0.5844444433848063, 0.6822222272555033, 0.6177777846654257, 0.6488888925976224, 0.6111111177338494, 0.6155555579397414, 0.6755555603239272, 0.666666673289405, 0.582222236527337, 0.5822222299045987];[97.86046934127808, 97.68886804580688, 97.72301006317139, 98.19795346260071, 98.1249098777771, 99.05296063423157, 99.35266470909119, 99.08382749557495, 99.50382542610168, 100.22957873344421]
PTC_MM;PTC-MM;['sym_normalise_A'];True;50;0.6132130086421966;0.019499284851007534;14.638777828216552;0.6545256074223141;[0.6176470518112183, 0.6176470518112183, 0.6176470518112183, 0.5588235259056091, 0.6176470518112183, 0.6176470518112183, 0.6176470518112183, 0.6363636255264282, 0.6060606241226196, 0.625];[13.470009326934814, 13.651772499084473, 14.674756050109863, 14.231584310531616, 14.569141387939453, 14.619917869567871, 15.272518634796143, 15.109685182571411, 15.33573055267334, 15.452662467956543]
PTC_FM;PTC-FM;['sym_normalise_A'];True;50;0.6189729332923889;0.04323054653097148;16.882207417488097;0.7209920440450839;[0.6388888955116272, 0.5833333134651184, 0.6666666865348816, 0.6285714507102966, 0.6000000238418579, 0.5428571701049805, 0.6764705777168274, 0.6470588445663452, 0.6470588445663452, 0.5588235259056091];[15.778351306915283, 15.94885778427124, 16.21791696548462, 16.33966302871704, 17.530065774917603, 16.938560247421265, 17.193551778793335, 17.346314668655396, 17.56280541419983, 17.96598720550537]
PTC_MR;PTC-MR;['sym_normalise_A'];True;50;0.5580065369606018;0.012123466834330177;19.182253551483154;0.8309918572732351;[0.5833333134651184, 0.5555555820465088, 0.5588235259056091, 0.5588235259056091, 0.5588235259056091, 0.5588235259056091, 0.5588235259056091, 0.529411792755127, 0.5588235259056091, 0.5588235259056091];[17.86581254005432, 18.156052112579346, 18.517722368240356, 18.86332941055298, 19.14710235595703, 19.273293495178223, 19.49146580696106, 19.76466965675354, 19.982386827468872, 20.760700941085815]
PTC_FR;PTC-FR;['sym_normalise_A'];True;50;0.6553174793720246;0.0054761946201324465;21.940755867958067;0.7434147582236627;[0.6388888955116272, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354];[20.74383044242859, 21.160685300827026, 21.31388020515442, 21.472307920455933, 21.699596166610718, 22.030465364456177, 22.4570369720459, 22.611749172210693, 22.868292093276978, 23.049715042114258]
ENZYMES;ENZYMES;['sym_normalise_A'];False;50;0.23999999910593034;0.033763884063917574;41.88266785144806;0.9740961599316081;[0.26999999582767487, 0.2199999988079071, 0.26999999582767487, 0.1900000050663948, 0.25999999791383743, 0.23999999463558197, 0.18000000715255737, 0.2900000065565109, 0.22999999672174454, 0.2499999925494194];[40.515602111816406, 40.707275390625, 41.032105922698975, 41.372857332229614, 41.50424337387085, 42.02613425254822, 42.22698521614075, 42.90513849258423, 43.058592557907104, 43.47774386405945]
MUTAG;MUTAG;['sym_normalise_A'];False;50;0.8447953224182129;0.06256077231126592;24.116171741485594;0.8208228142511016;[0.8500000238418579, 0.800000011920929, 0.949999988079071, 0.8947368264198303, 0.8421052694320679, 0.7777777910232544, 0.8888888955116272, 0.7222222089767456, 0.8888888955116272, 0.8333333134651184];[22.953717470169067, 23.185899019241333, 23.189749002456665, 23.647029876708984, 23.993241548538208, 24.306554317474365, 24.42103409767151, 25.01667046546936, 25.352504014968872, 25.095317602157593]
NCI1;NCI-1;['sym_normalise_A'];False;50;0.710666670401891;0.03179875050632964;124.66749792098999;6.22210241926117;[0.648888885974884, 0.731111102634006, 0.6955555611186557, 0.7266666624281142, 0.6688888933923509, 0.7044444481531779, 0.7400000029140048, 0.7622222304344177, 0.7088889082272848, 0.7200000087420145];[120.91253852844238, 120.58747982978821, 120.85140562057495, 121.61258673667908, 121.33551001548767, 121.87298274040222, 131.87881565093994, 140.69815516471863, 122.53946542739868, 124.38603949546814]
NCI109;NCI-109;['sym_normalise_A'];False;50;0.7028888920942944;0.03921513591653897;148.59936912059783;44.588638022033685;[0.69777778784434, 0.7244444423251681, 0.7200000021192763, 0.7155555552906461, 0.671111113495297, 0.69777778784434, 0.7688888907432556, 0.628888898425632, 0.6600000063578287, 0.7444444364971585];[123.36451458930969, 123.96808338165283, 124.24378991127014, 124.36812090873718, 124.5711121559143, 125.06202960014343, 125.4004442691803, 156.49539613723755, 192.42660474777222, 266.09359550476074]
PTC_MM;PTC-MM;['sym_normalise_A'];False;50;0.6709224700927734;0.08665422716060972;47.700147891044615;14.427699093710402;[0.6470588445663452, 0.6764705777168274, 0.6470588445663452, 0.7352941036224365, 0.5882353186607361, 0.529411792755127, 0.6470588445663452, 0.6666666865348816, 0.6969696879386902, 0.875];[62.327197313308716, 37.033278942108154, 34.60724878311157, 36.00776648521423, 63.7231342792511, 64.82803606987, 35.68612003326416, 36.1262149810791, 36.68935561180115, 69.97312641143799]
PTC_FM;PTC-FM;['sym_normalise_A'];False;50;0.5868627458810807;0.08214253780578672;46.12508645057678;11.546425601121223;[0.6944444179534912, 0.5, 0.6388888955116272, 0.6285714507102966, 0.6857143044471741, 0.48571428656578064, 0.5588235259056091, 0.6176470518112183, 0.6176470518112183, 0.44117647409439087];[65.69538831710815, 37.200685262680054, 37.56201696395874, 37.72488069534302, 56.635915994644165, 67.39565515518188, 40.75945711135864, 39.3081579208374, 39.1006977558136, 39.86800932884216]
PTC_MR;PTC-MR;['sym_normalise_A'];False;50;0.5928104728460312;0.05741226506549765;47.464160561561584;11.948509839227208;[0.6666666865348816, 0.5555555820465088, 0.47058823704719543, 0.6470588445663452, 0.529411792755127, 0.6176470518112183, 0.6470588445663452, 0.6176470518112183, 0.5882353186607361, 0.5882353186607361];[72.63442754745483, 40.3816921710968, 40.57775807380676, 40.86613321304321, 41.52912878990173, 69.9444785118103, 41.720515727996826, 41.867716789245605, 42.6134877204895, 42.506267070770264]
PTC_FR;PTC-FR;['sym_normalise_A'];False;50;0.6696031928062439;0.024753891017988205;47.61124539375305;7.710890577852096;[0.6388888955116272, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.7142857313156128, 0.6571428775787354, 0.7142857313156128, 0.6857143044471741, 0.6571428775787354, 0.6571428775787354];[69.30537104606628, 43.531877279281616, 43.16336464881897, 43.44787549972534, 43.99563193321228, 52.7507643699646, 44.064494609832764, 44.72301745414734, 44.72774529457092, 46.4023118019104]
ENZYMES;ENZYMES;['sym_norm_laplacian'];True;50;0.17700000144541264;0.048383880289615364;85.87052941322327;31.359472804470457;[0.14000000059604645, 0.08999999985098839, 0.18000000715255737, 0.1600000038743019, 0.18000000715255737, 0.1600000038743019, 0.22999999672174454, 0.22999999672174454, 0.25999999791383743, 0.14000000059604645];[63.53045606613159, 63.77933049201965, 83.1747100353241, 85.44873404502869, 64.19943046569824, 139.23181653022766, 69.77804636955261, 66.29126262664795, 153.78161525726318, 69.48989224433899]
MUTAG;MUTAG;['sym_norm_laplacian'];True;50;0.8509356617927551;0.06020619627623184;54.324786972999576;10.547700028605973;[0.949999988079071, 0.8999999761581421, 0.75, 0.7894737124443054, 0.8421052694320679, 0.8333333134651184, 0.9444444179534912, 0.8333333134651184, 0.8333333134651184, 0.8333333134651184];[75.8634135723114, 68.32301354408264, 45.36187720298767, 45.558512926101685, 46.282384157180786, 65.14771842956543, 47.413110971450806, 48.5176956653595, 51.171746492385864, 49.608396768569946]
NCI1;NCI-1;['sym_norm_laplacian'];True;50;0.6415555589728885;0.032065518767974054;335.03369414806366;51.175580473331266;[0.600000003973643, 0.5822222232818604, 0.682222220632765, 0.6911111142900255, 0.6377777854601542, 0.6466666658719381, 0.6599999997350905, 0.6488888925976224, 0.6200000047683716, 0.6466666791174147];[274.62012553215027, 291.84095525741577, 300.961861371994, 350.56633853912354, 435.8363835811615, 315.6485068798065, 306.503071308136, 423.02912402153015, 326.70010256767273, 324.6304724216461]
NCI109;NCI-109;['sym_norm_laplacian'];True;50;0.6282222247785991;0.05524401650335284;321.5021200418472;26.240192533656057;[0.6266666716999478, 0.6488888925976224, 0.6177777846654257, 0.6422222256660461, 0.6599999997350905, 0.6377777854601542, 0.6399999989403619, 0.7088888883590698, 0.6200000047683716, 0.47999999589390224];[258.0084898471832, 366.62155318260193, 332.5101547241211, 329.7259268760681, 324.3983516693115, 304.70572566986084, 310.2829029560089, 328.1859128475189, 327.6527280807495, 332.9294545650482]
PTC_MM;PTC-MM;['sym_norm_laplacian'];True;50;0.6545733094215394;0.04314635128837944;67.5227132320404;12.513631697043493;[0.7352941036224365, 0.6764705777168274, 0.6470588445663452, 0.6176470518112183, 0.5882353186607361, 0.6764705777168274, 0.7058823704719543, 0.6060606241226196, 0.6363636255264282, 0.65625];[61.42784094810486, 56.99864196777344, 86.0619945526123, 85.43511867523193, 58.5397834777832, 58.76465916633606, 88.11942934989929, 59.608375549316406, 59.97525477409363, 60.29603385925293]
PTC_FM;PTC-FM;['sym_norm_laplacian'];True;50;0.6225723683834076;0.07236160270198135;63.00047771930694;2.398574032036739;[0.5833333134651184, 0.5277777910232544, 0.6944444179534912, 0.5714285969734192, 0.5428571701049805, 0.6000000238418579, 0.6470588445663452, 0.5882353186607361, 0.7352941036224365, 0.7352941036224365];[60.674776792526245, 60.51579165458679, 63.76908612251282, 62.43993878364563, 61.0189049243927, 61.931530475616455, 61.76718306541443, 63.17958402633667, 66.84628129005432, 67.8617000579834]
PTC_MR;PTC-MR;['sym_norm_laplacian'];True;50;0.561601310968399;0.04010465267841287;65.65400607585907;1.1016191602817091;[0.4722222089767456, 0.5555555820465088, 0.6470588445663452, 0.5588235259056091, 0.5882353186607361, 0.5588235259056091, 0.5588235259056091, 0.5588235259056091, 0.5588235259056091, 0.5588235259056091];[66.67280626296997, 64.00441431999207, 64.0665807723999, 64.84594821929932, 65.10955786705017, 65.59219598770142, 65.68197107315063, 66.51541829109192, 66.57940292358398, 67.47176504135132]
PTC_FR;PTC-FR;['sym_norm_laplacian'];True;50;0.6553174793720246;0.0054761946201324465;68.46867384910584;0.9345128668541688;[0.6388888955116272, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354];[67.332754611969, 67.43297863006592, 67.46794700622559, 67.978196144104, 67.83341145515442, 68.77105402946472, 69.07907819747925, 69.632333278656, 69.11118817329407, 70.04779696464539]
ENZYMES;ENZYMES;['sym_norm_laplacian'];False;50;0.22900000140070914;0.05412023865689551;92.5265109539032;1.7905574751417024;[0.14999999850988388, 0.2800000011920929, 0.23999999463558197, 0.33000001311302185, 0.1900000050663948, 0.2199999988079071, 0.26000000536441803, 0.26999999582767487, 0.17000000178813934, 0.17999999970197678];[89.36813402175903, 90.07175040245056, 92.9223792552948, 95.96245789527893, 91.67722916603088, 92.05425477027893, 93.10001277923584, 92.83254671096802, 93.27839875221252, 93.99794578552246]
MUTAG;MUTAG;['sym_norm_laplacian'];False;50;0.8453508794307709;0.07763600044598835;73.7392840385437;1.0308668821396179;[0.8500000238418579, 0.949999988079071, 0.75, 0.8421052694320679, 0.8947368264198303, 0.8333333134651184, 0.8888888955116272, 0.6666666865348816, 0.8888888955116272, 0.8888888955116272];[71.68942475318909, 72.9691526889801, 72.8242700099945, 73.70918440818787, 73.86761021614075, 74.24452877044678, 74.86976647377014, 75.39147210121155, 74.48528122901917, 73.34214973449707]
NCI1;NCI-1;['sym_norm_laplacian'];False;50;0.721777778201633;0.035566658115449776;289.1596470594406;64.16014450303787;[0.6800000071525574, 0.7200000021192763, 0.7399999962912666, 0.7111111217074924, 0.7822222113609314, 0.722222215599484, 0.695555567741394, 0.7111111084620158, 0.6733333402209811, 0.7822222113609314];[181.06127905845642, 181.82931923866272, 239.48480677604675, 281.04364562034607, 297.26691246032715, 334.42087507247925, 349.22291135787964, 356.3674280643463, 314.2080645561218, 356.69122838974]
NCI109;NCI-109;['sym_norm_laplacian'];False;50;0.7168888919883303;0.02963481012563133;343.4693509101868;14.111621297964009;[0.7399999962912666, 0.7044444481531779, 0.7311111158794827, 0.7044444415304396, 0.7088888949818082, 0.7200000153647529, 0.6933333410157098, 0.7422222163942125, 0.6555555661519369, 0.7688888841205173];[342.6952679157257, 319.0820496082306, 357.70075726509094, 356.64704155921936, 338.6692941188812, 325.6930513381958, 360.9135937690735, 356.91937351226807, 329.8260328769684, 346.5470471382141]
PTC_MM;PTC-MM;['sym_norm_laplacian'];False;50;0.6574198007583618;0.057866511367248796;92.83205435276031;10.463800382909733;[0.5882353186607361, 0.7352941036224365, 0.7647058963775635, 0.7058823704719543, 0.6470588445663452, 0.5882353186607361, 0.6470588445663452, 0.6666666865348816, 0.6060606241226196, 0.625];[111.96352934837341, 84.2545793056488, 112.27447557449341, 85.53506326675415, 85.29680562019348, 99.57217407226562, 86.21433615684509, 87.49459290504456, 87.64945006370544, 88.06553721427917]
PTC_FM;PTC-FM;['sym_norm_laplacian'];False;50;0.6196965515613556;0.06843251425412185;89.85282099246979;1.6329913460281351;[0.5833333134651184, 0.4722222089767456, 0.6388888955116272, 0.6000000238418579, 0.6285714507102966, 0.6857143044471741, 0.7058823704719543, 0.5588235259056091, 0.6176470518112183, 0.7058823704719543];[87.33982372283936, 87.63514161109924, 88.8492124080658, 88.50522923469543, 90.0623128414154, 89.94351029396057, 90.87341666221619, 91.36505150794983, 91.6585853099823, 92.29592633247375]
PTC_MR;PTC-MR;['sym_norm_laplacian'];False;50;0.5289215683937073;0.05684795106991761;93.9557327747345;1.2591384599324427;[0.5, 0.5833333134651184, 0.6176470518112183, 0.5, 0.47058823704719543, 0.5882353186607361, 0.5588235259056091, 0.47058823704719543, 0.44117647409439087, 0.5588235259056091];[91.96462225914001, 92.64998960494995, 92.88330316543579, 93.60339283943176, 93.36709833145142, 94.24010038375854, 94.27622961997986, 94.82979655265808, 96.24352502822876, 95.49926996231079]
PTC_FR;PTC-FR;['sym_norm_laplacian'];False;50;0.6581746220588685;0.0209861741655695;98.99198973178864;1.7380104782892636;[0.6388888955116272, 0.6571428775787354, 0.6571428775787354, 0.6571428775787354, 0.6857143044471741, 0.6857143044471741, 0.6285714507102966, 0.6571428775787354, 0.6285714507102966, 0.6857143044471741];[96.18029069900513, 96.86961674690247, 97.13661885261536, 98.88032841682434, 99.17919373512268, 98.48994278907776, 100.44324493408203, 100.16178727149963, 101.39812135696411, 101.18075251579285]
PROTEINS;PROTEINS;[];True;50;0.742666663726171;0.05790413112415677;223.5098646402359;2.9613920258849697;[0.7733333309491476, 0.8066666523615519, 0.7133333285649618, 0.7399999896685282, 0.8066666722297668, 0.653333326180776, 0.7066666881243387, 0.8333333134651184, 0.6666666666666666, 0.7266666690508524];[224.59587860107422, 222.73588156700134, 223.80477833747864, 225.3174135684967, 225.11247038841248, 225.07161164283752, 224.09418058395386, 223.98546195030212, 225.4323434829712, 214.94862627983093]
PROTEINS;PROTEINS;[];False;50;0.7473333299160003;0.05557377763419137;217.82062225341798;2.1001436647333964;[0.6666666467984518, 0.753333330154419, 0.7600000103314718, 0.7733333309491476, 0.7933333317438761, 0.7333333293596903, 0.7933333317438761, 0.7599999904632568, 0.6266666650772095, 0.8133333325386047];[215.83067345619202, 220.16886806488037, 220.96973204612732, 217.26132559776306, 216.36506366729736, 216.49819779396057, 221.6681306362152, 216.04016709327698, 216.5304398536682, 216.87362432479858]
PROTEINS;PROTEINS;['add_self_loops'];True;50;0.748666665951411;0.03253032451660695;226.56474726200105;8.426701232742591;[0.746666669845581, 0.7066666682561239, 0.7200000087420145, 0.7866666714350382, 0.7666666507720947, 0.8133333126703898, 0.7333333293596903, 0.7666666905085245, 0.7333333293596903, 0.7133333285649618];[231.6620910167694, 217.02380871772766, 215.56765627861023, 232.132728099823, 233.0181610584259, 216.68558192253113, 216.0041172504425, 234.00943517684937, 234.43201112747192, 235.11188197135925]
PROTEINS;PROTEINS;['add_self_loops'];False;50;0.7346666634082795;0.05623758771172209;227.3761256456375;8.612145862509736;[0.8199999928474426, 0.7066666682561239, 0.8066666523615519, 0.6733333269755045, 0.7866666515668234, 0.6266666650772095, 0.7333333293596903, 0.7200000087420145, 0.7400000095367432, 0.7333333293596903];[219.91310572624207, 216.46037554740906, 216.78087759017944, 221.51441073417664, 235.21901750564575, 236.2784252166748, 235.45690035820007, 235.23998498916626, 237.1098461151123, 219.78831267356873]
PROTEINS;PROTEINS;['add_self_loops', 'sym_normalise_A'];True;50;0.722000002861023;0.03760023140644554;229.29561972618103;7.901358101399352;[0.700000007947286, 0.7799999912579855, 0.7333333293596903, 0.7600000103314718, 0.753333330154419, 0.699999988079071, 0.746666669845581, 0.700000007947286, 0.700000007947286, 0.646666685740153];[220.28709483146667, 221.75972986221313, 237.51946377754211, 226.24342107772827, 222.29007983207703, 238.33516478538513, 239.54368925094604, 226.6305582523346, 221.09147906303406, 239.25551652908325]
PROTEINS;PROTEINS;['add_self_loops', 'sym_normalise_A'];False;50;0.7399999976158141;0.04638007066989449;233.46722877025604;8.19514446440833;[0.7400000095367432, 0.7933333317438761, 0.8133333325386047, 0.753333330154419, 0.7400000095367432, 0.7466666499773661, 0.6333333452542623, 0.7066666483879089, 0.753333330154419, 0.7199999888737997];[239.62538647651672, 240.65437245368958, 221.99730920791626, 226.47071290016174, 241.02506136894226, 240.6938886642456, 224.13010334968567, 230.31082558631897, 244.65524911880493, 225.1093785762787]
PROTEINS;PROTEINS;['sym_normalise_A'];True;50;0.737333337465922;0.042915938132315555;408.3280171871185;161.7704385972108;[0.6666666666666666, 0.7933333317438761, 0.6600000063578287, 0.7200000087420145, 0.7800000111262003, 0.7266666690508524, 0.7600000103314718, 0.7733333309491476, 0.7400000095367432, 0.753333330154419];[226.115389585495, 231.13662481307983, 226.5561661720276, 227.3502082824707, 337.4057216644287, 567.7748441696167, 576.354234457016, 555.1251955032349, 556.539249420166, 578.9225378036499]
PROTEINS;PROTEINS;['sym_normalise_A'];False;50;0.7433333337306977;0.04735210729065949;587.4633342027664;11.593085127046278;[0.7200000087420145, 0.7266666491826376, 0.6933333277702332, 0.8133333325386047, 0.746666689713796, 0.6933333476384481, 0.7066666682561239, 0.8266666730244955, 0.7933333118756613, 0.7133333285649618];[555.2093579769135, 580.3548715114594, 592.3542861938477, 588.746416091919, 593.0778017044067, 593.2347495555878, 590.8039815425873, 593.2148263454437, 598.1619868278503, 589.4750642776489]
PROTEINS;PROTEINS;['laplacian'];True;50;0.7240000009536742;0.03923716935402778;589.1204039096832;6.116870369850057;[0.746666669845581, 0.7799999912579855, 0.6799999872843424, 0.6733333468437195, 0.7200000087420145, 0.7333333293596903, 0.7799999912579855, 0.6733333269755045, 0.700000007947286, 0.7533333500226339];[574.9893887042999, 595.7342529296875, 582.6322996616364, 594.5584421157837, 586.8872940540314, 589.6050753593445, 589.9064588546753, 588.8749358654022, 592.3664934635162, 595.6493980884552]
PROTEINS;PROTEINS;['laplacian'];False;50;0.7273333370685577;0.04476605756875141;586.880904841423;6.129934898335503;[0.7933333317438761, 0.6866666674613953, 0.7133333484331766, 0.7600000103314718, 0.7799999912579855, 0.7399999896685282, 0.7133333484331766, 0.746666669845581, 0.6333333253860474, 0.7066666881243387];[572.6037857532501, 584.1220891475677, 586.9603259563446, 588.1083989143372, 596.9725539684296, 585.180314540863, 586.9999897480011, 593.8350098133087, 584.8157260417938, 589.2108545303345]
PROTEINS;PROTEINS;['sym_norm_laplacian'];True;50;0.7260000010331472;0.034182508035597706;594.4766155004502;15.401296446665778;[0.7999999721844991, 0.700000007947286, 0.746666669845581, 0.6866666674613953, 0.7466666499773661, 0.6933333476384481, 0.7066666682561239, 0.7066666682561239, 0.7600000103314718, 0.7133333484331766];[580.6296811103821, 563.3622372150421, 608.4489529132843, 588.4869947433472, 608.3708808422089, 605.5536069869995, 604.373119354248, 575.7573337554932, 604.8374130725861, 604.94593501091]
PROTEINS;PROTEINS;['sym_norm_laplacian'];False;50;0.7453333377838136;0.03815756290810853;594.9989892244339;11.364020126071667;[0.7866666515668234, 0.7933333317438761, 0.6600000063578287, 0.7666666706403097, 0.7600000103314718, 0.7133333484331766, 0.7733333309491476, 0.746666669845581, 0.7333333492279053, 0.7200000087420145];[572.5739176273346, 587.3704488277435, 609.6110126972198, 603.0964388847351, 605.3895444869995, 586.6247606277466, 605.2977929115295, 603.4535484313965, 589.9433455467224, 586.6290822029114]
MUTAG;MUTAG;learnPQ;False;50;0.878947377204895;0.07461813513873879;15.516742920875549;10.713804431985471;[0.7894737124443054, 0.9473684430122375, 0.8421052694320679, 1.0, 0.8421052694320679, 0.8421052694320679, 0.8947368264198303, 0.8421052694320679, 0.7894737124443054, 1.0];[32.08824181556702, 31.396174430847168, 32.14894199371338, 8.311026573181152, 8.327526092529297, 8.359587669372559, 8.401414394378662, 8.627309322357178, 8.594350099563599, 8.912856817245483]
PTC-MM;PTC-MM;learnPQ;False;50;0.664705890417099;0.04956558819096212;13.279172253608703;0.5571328525122126;[0.6470588445663452, 0.5882353186607361, 0.6764705777168274, 0.7058823704719543, 0.7058823704719543, 0.5588235259056091, 0.6764705777168274, 0.6764705777168274, 0.7058823704719543, 0.7058823704719543];[12.722686052322388, 13.75331425666809, 12.482769966125488, 12.604863405227661, 14.359762191772461, 13.153956174850464, 13.243451118469238, 13.19459581375122, 13.762668371200562, 13.513655185699463]
