dataset;batch_size;mean_acc;acc_std;mean_train_time(s);time_std;all_accs;all_times
ENZYMES;50;0.32699999734759333;0.04267317770621572;25.57786042690277;0.4111774186732618;[0.25999999791383743, 0.29999999701976776, 0.29999999701976776, 0.32999999821186066, 0.3799999952316284, 0.3799999952316284, 0.3499999940395355, 0.3800000101327896, 0.26999999582767487, 0.3199999928474426];[25.343924283981323, 26.586764574050903, 25.695937633514404, 25.234228372573853, 25.44581699371338, 25.642789840698242, 25.909005165100098, 25.08721351623535, 25.24055242538452, 25.592371463775635]
ENZYMES;50;0.32199999764561654;0.06645299022525501;26.014854860305785;1.2802860543788617;[0.3500000089406967, 0.2800000011920929, 0.41999998688697815, 0.3500000089406967, 0.41999998688697815, 0.3700000047683716, 0.22999999672174454, 0.2499999925494194, 0.2499999925494194, 0.29999999701976776];[25.49791431427002, 25.08811593055725, 24.79709219932556, 25.3394877910614, 25.216329097747803, 25.46364426612854, 25.47141718864441, 26.368628978729248, 28.25864028930664, 28.647278547286987]
