classifier;dataset;pretty_name;mean_acc;acc_std;mean_train_time(s);time_std;all_accs;all_times
GCp1q0;{'pretty_name': 'PTC-MM'};PTC-MM;0.679411768913269;0.0500000049086194;8.482774567604064;0.2048128218060468;[0.7058823704719543, 0.6176470518112183, 0.6470588445663452, 0.7647058963775635, 0.6764705777168274, 0.7647058963775635, 0.6764705777168274, 0.6764705777168274, 0.6470588445663452, 0.6176470518112183];[8.333842754364014, 8.239875793457031, 8.176690101623535, 8.421336650848389, 8.329344511032104, 8.542538404464722, 8.56768250465393, 8.697819948196411, 8.698756694793701, 8.819858312606812]
GCp1q0;{'pretty_name': 'PTC-MR'};PTC-MR;0.5628571659326553;0.054285716853644146;8.416472554206848;0.1847906426623443;[0.6000000238418579, 0.6000000238418579, 0.4571428596973419, 0.5428571701049805, 0.5142857432365417, 0.5142857432365417, 0.6571428775787354, 0.5714285969734192, 0.6000000238418579, 0.5714285969734192];[8.350729703903198, 8.16066288948059, 8.167646169662476, 8.234142303466797, 8.290575504302979, 8.552253723144531, 8.596560001373291, 8.60811734199524, 8.555891513824463, 8.648146390914917]
GCp1q0;{'pretty_name': 'PTC-FM'};PTC-FM;0.588571447134018;0.07362342754757503;8.484805011749268;0.18203471802281962;[0.4571428596973419, 0.5714285969734192, 0.4571428596973419, 0.6857143044471741, 0.6285714507102966, 0.6285714507102966, 0.6571428775787354, 0.5714285969734192, 0.6285714507102966, 0.6000000238418579];[8.289021730422974, 8.309213161468506, 8.345133304595947, 8.374833106994629, 8.349722385406494, 8.48831057548523, 8.507723331451416, 8.727092504501343, 8.597469091415405, 8.859530925750732]
GCp1q0;{'pretty_name': 'PTC-FR'};PTC-FR;0.6888888835906982;0.04779069377235947;8.500666642189026;0.1390018673072476;[0.6388888955116272, 0.7222222089767456, 0.6944444179534912, 0.7777777910232544, 0.6388888955116272, 0.7222222089767456, 0.7222222089767456, 0.6666666865348816, 0.6944444179534912, 0.6111111044883728];[8.434128522872925, 8.423720598220825, 8.333150625228882, 8.381471157073975, 8.339409351348877, 8.547271728515625, 8.486366033554077, 8.671952247619629, 8.632711172103882, 8.756484985351562]
GCp1q0;{'pretty_name': 'NCI-1'};NCI-1;0.7411111169391208;0.029702225846234293;158.36479439735413;1.422616243469688;[0.7644444505373637, 0.6977777812216017, 0.7933333449893527, 0.7533333367771573, 0.7200000153647529, 0.6977777812216017, 0.7577777769830492, 0.7177777886390686, 0.7577777836057875, 0.751111110051473];[156.0547182559967, 156.121075630188, 157.79127717018127, 158.00979089736938, 159.25321125984192, 158.59060502052307, 158.04642701148987, 159.25697088241577, 159.77366852760315, 160.75019931793213]
GCp1q0;{'pretty_name': 'NCI-109'};NCI-109;0.7251111116674211;0.031048344644277744;162.48653671741485;1.140859641573991;[0.7400000029140048, 0.7422222230169508, 0.6977777812216017, 0.7666666507720947, 0.748888889948527, 0.7133333285649618, 0.69777778784434, 0.7444444431198968, 0.7422222230169508, 0.6577777862548828];[161.53404140472412, 160.3068106174469, 161.474449634552, 161.8312270641327, 162.8584442138672, 163.221755027771, 162.72451901435852, 162.97677564620972, 163.45189356803894, 164.48545098304749]
GCp1q0;{};PROTEINS;0.7473333299160003;0.05557377763419137;217.82062225341798;2.1001436647333964;[0.6666666467984518, 0.753333330154419, 0.7600000103314718, 0.7733333309491476, 0.7933333317438761, 0.7333333293596903, 0.7933333317438761, 0.7599999904632568, 0.6266666650772095, 0.8133333325386047];[215.83067345619202, 220.16886806488037, 220.96973204612732, 217.26132559776306, 216.36506366729736, 216.49819779396057, 221.6681306362152, 216.04016709327698, 216.5304398536682, 216.87362432479858]
GC;{};MUTAG;0.878947377204895;0.07461813513873879;15.516742920875549;10.713804431985471;[0.7894737124443054, 0.9473684430122375, 0.8421052694320679, 1.0, 0.8421052694320679, 0.8421052694320679, 0.8947368264198303, 0.8421052694320679, 0.7894737124443054, 1.0];[32.08824181556702, 31.396174430847168, 32.14894199371338, 8.311026573181152, 8.327526092529297, 8.359587669372559, 8.401414394378662, 8.627309322357178, 8.594350099563599, 8.912856817245483]
GC;{'pretty_name': 'PTC-MM'};PTC-MM;0.664705890417099;0.04956558819096212;13.279172253608703;0.5571328525122126;[0.6470588445663452, 0.5882353186607361, 0.6764705777168274, 0.7058823704719543, 0.7058823704719543, 0.5588235259056091, 0.6764705777168274, 0.6764705777168274, 0.7058823704719543, 0.7058823704719543];[12.722686052322388, 13.75331425666809, 12.482769966125488, 12.604863405227661, 14.359762191772461, 13.153956174850464, 13.243451118469238, 13.19459581375122, 13.762668371200562, 13.513655185699463]
GC;{'pretty_name': 'PTC-FM'};PTC-FM;0.6028571665287018;0.034875871109046545;14.20167260169983;0.4288010518663294;[0.5714285969734192, 0.6857143044471741, 0.6285714507102966, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.5428571701049805, 0.6000000238418579];[13.676280975341797, 13.607249736785889, 13.765064001083374, 13.89765214920044, 14.377194166183472, 14.175348281860352, 14.356399059295654, 14.515345335006714, 14.81578540802002, 14.830406904220581]
